index,Page,title,category,link,phone,coordinates,latitude,longtitude,timezone,owner,website,image,sponsored,address,emails,reviews_count,plus_code,review_rating,price_range,menu
19,,Renovalia Construction,Construction company,https://www.google.com/maps/place/Renovalia+Construction/data=!4m7!3m6!1s0x47e66fdd96b6ffd7:0xd3dca83b9012d832!8m2!3d48.8709165!4d2.305427!16s%2Fg%2F11fwttrt_4!19sChIJ1_-2lt1v5kcRMtgSkDuo3NM?authuser=0&hl=en&rclk=1,+33 1 82 83 22 17,"@48.8709165,2.305427",48.8709165,2.305427,Europe/Paris,true,https://renovalia.fr/,https://lh5.googleusercontent.com/p/AF1QipNmofQVlBjGyMplyendrrRSsfP32NNs_8N9Ee3i=w408-h408-k-no,false,"66 Av. des Champs-Élysées, 75008 Paris, France",disabled,6,"V8C4+95 Paris, France",5,,
20,,Vestack - Vesta Construction Technologies,Construction company,https://www.google.com/maps/place/Vestack+-+Vesta+Construction+Technologies/data=!4m7!3m6!1s0x47e66ffe9b590a2f:0xa7de2c5bce9ea3ae!8m2!3d48.8725373!4d2.3433878!16s%2Fg%2F11j2yq2j5g!19sChIJLwpZm_5v5kcRrqOezlss3qc?authuser=0&hl=en&rclk=1,,"@48.8725373,2.3433878",48.8725373,2.3433878,Europe/Paris,true,https://www.vestack.com/,https://lh5.googleusercontent.com/p/AF1QipM3GReNEj7I28i0XMmrUfmm5NusO1Mj6flXc6QL=w426-h240-k-no,false,"37 Rue Bergère, 75009 Paris, France",disabled,4,"V8FV+29 Paris, France",4.8,,
21,,B&C FRANCE,Real estate developer,https://www.google.com/maps/place/B%26C+FRANCE/data=!4m7!3m6!1s0x47e66f9535977599:0x87964ac64c6842c3!8m2!3d48.8698543!4d2.2862957!16s%2Fg%2F1trttmnb!19sChIJmXWXNZVv5kcRw0JoTMZKloc?authuser=0&hl=en&rclk=1,+33 1 45 00 02 02,"@48.8698543,2.2862957",48.8698543,2.2862957,Europe/Paris,true,http://www.bcfrance.com/,https://lh5.googleusercontent.com/p/AF1QipNVzG2Q6CtM3Iql_6QifRRfg_5yr02--Vof6JEl=w408-h620-k-no,false,"89 Av. Victor Hugo, 75116 Paris, France",disabled,11,"V79P+WG Paris, France",4.5,,
22,,Renovalia Construction,Construction company,https://www.google.com/maps/place/Renovalia+Construction/data=!4m7!3m6!1s0x47e66fdd96b6ffd7:0xd3dca83b9012d832!8m2!3d48.8709165!4d2.305427!16s%2Fg%2F11fwttrt_4!19sChIJ1_-2lt1v5kcRMtgSkDuo3NM?authuser=0&hl=en&rclk=1,+33 1 82 83 22 17,"@48.8709165,2.305427",48.8709165,2.305427,Europe/Paris,true,https://renovalia.fr/,https://lh5.googleusercontent.com/p/AF1QipNmofQVlBjGyMplyendrrRSsfP32NNs_8N9Ee3i=w408-h408-k-no,false,"66 Av. des Champs-Élysées, 75008 Paris, France",disabled,6,"V8C4+95 Paris, France",5,,
23,,Vestack - Vesta Construction Technologies,Construction company,https://www.google.com/maps/place/Vestack+-+Vesta+Construction+Technologies/data=!4m7!3m6!1s0x47e66ffe9b590a2f:0xa7de2c5bce9ea3ae!8m2!3d48.8725373!4d2.3433878!16s%2Fg%2F11j2yq2j5g!19sChIJLwpZm_5v5kcRrqOezlss3qc?authuser=0&hl=en&rclk=1,,"@48.8725373,2.3433878",48.8725373,2.3433878,Europe/Paris,true,https://www.vestack.com/,https://lh5.googleusercontent.com/p/AF1QipM3GReNEj7I28i0XMmrUfmm5NusO1Mj6flXc6QL=w426-h240-k-no,false,"37 Rue Bergère, 75009 Paris, France",disabled,4,"V8FV+29 Paris, France",4.8,,
24,,Courtier Travaux Pas Cher & Rénovation Île-de-France,Construction company,https://www.google.com/maps/place/Courtier+Travaux+Pas+Cher+%26+R%C3%A9novation+%C3%8Ele-de-France/data=!4m7!3m6!1s0x47e6706af5e68821:0x2244e1cbb157de28!8m2!3d48.8346091!4d2.2960461!16s%2Fg%2F11f6dlwdpc!19sChIJIYjm9Wpw5kcRKN5XscvhRCI?authuser=0&hl=en&rclk=1,+33 6 26 06 93 93,"@48.8346091,2.2960461",48.8346091,2.2960461,Europe/Paris,false,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gd-2hI16cdLReLOtuomxyA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=104.16139&pitch=0&thumbfov=100,false,"43 Rue Olivier de Serres, 75015 Paris, France",disabled,1,"R7MW+RC Paris, France",5,,
25,,BatiGlobal Paris,Construction company,https://www.google.com/maps/place/BatiGlobal+Paris/data=!4m7!3m6!1s0x47e6704c1c3b753f:0x57db36bc53b578d3!8m2!3d48.8306679!4d2.3148408!16s%2Fg%2F11b6y9c8k3!19sChIJP3U7HExw5kcR03i1U7w221c?authuser=0&hl=en&rclk=1,+33 3 88 77 22 04,"@48.8306679,2.3148408",48.8306679,2.3148408,Europe/Paris,true,http://www.batiglobal.com/paris/,//www.gstatic.com/images/icons/material/system_gm/1x/photo_library_white_18dp.png,false,"5 Rue des Suisses, 75014 Paris, France",disabled,2,"R8J7+7W Paris, France",5,,
26,,M&L Design - Rénovation Aménagement Décoration,Construction company,https://www.google.com/maps/place/M%26L+Design+-+R%C3%A9novation+Am%C3%A9nagement+D%C3%A9coration/data=!4m7!3m6!1s0x47e67275b5e9c415:0x5ce0a9f16850459a!8m2!3d48.8529696!4d2.3933032!16s%2Fg%2F11g0tl34q0!19sChIJFcTptXVy5kcRmkVQaPGp4Fw?authuser=0&hl=en&rclk=1,+33 6 27 89 78 56,"@48.8529696,2.3933032",48.8529696,2.3933032,Europe/Paris,false,http://www.metldesign.fr/contacts/,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MjbbPuAV6ymPfWn6U3c3nQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=64.7159&pitch=0&thumbfov=100,false,"54 Av. Philippe Auguste, 75011 Paris, France",disabled,2,"V93V+58 Paris, France",5,,
27,,Arti-Pro Plumber Paris 16,Plumber,https://www.google.com/maps/place/Arti-Pro+Plumber+Paris+16/data=!4m7!3m6!1s0x47e67aaa18ef3c43:0xae677e2485d2f946!8m2!3d48.8529864!4d2.2755249!16s%2Fg%2F11cmyd5ffx!19sChIJQzzvGKp65kcRRvnShSR-Z64?authuser=0&hl=en&rclk=1,+33 1 40 50 26 26,"@48.8529864,2.2755249",48.8529864,2.2755249,Europe/Paris,true,https://plombier16.paris/,//www.gstatic.com/images/icons/material/system_gm/1x/photo_library_white_18dp.png,false,"1 Rue de l'Assomption, 75016 Paris, France",disabled,688,"V73G+56 Paris, France",4.7,,
28,,entreprise kaldas batiment,Construction company,https://www.google.com/maps/place/entreprise+kaldas+batiment/data=!4m7!3m6!1s0x47e6719633cb9c8b:0x3204d98caab75391!8m2!3d48.8548788!4d2.3041493!16s%2Fg%2F11kq81g9gr!19sChIJi5zLM5Zx5kcRkVO3qozZBDI?authuser=0&hl=en&rclk=1,+33 6 05 55 57 63,"@48.8548788,2.3041493",48.8548788,2.3041493,Europe/Paris,false,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-L6HrciIqN1od_yQ8tCJew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=222.16197&pitch=0&thumbfov=100,false,"74 Av. de la Bourdonnais, 75007 Paris, France",disabled,1,"V833+XM Paris, France",5,,
29,,LUX CONSTRUCTION,Construction company,https://www.google.com/maps/place/LUX+CONSTRUCTION/data=!4m7!3m6!1s0x47e66fc44ffc04fb:0x178607037bb05e53!8m2!3d48.8701865!4d2.3083983!16s%2Fg%2F11vrrdbsds!19sChIJ-wT8T8Rv5kcRU16wewMHhhc?authuser=0&hl=en&rclk=1,+33 6 68 69 32 05,"@48.8701865,2.3083983",48.8701865,2.3083983,Europe/Paris,false,http://luxconstruction.fr/,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0v7nYoEbqI54FIoPtw5Vzg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=38.68547&pitch=0&thumbfov=100,false,"34 Av. des Champs-Élysées, 75008 Paris, France",disabled,0,"V8C5+39 Paris, France",0,,
30,,BTP-Design,Road construction company,https://www.google.com/maps/place/BTP-Design/data=!4m7!3m6!1s0x47e671e4c0bdaaff:0x3d99dabc74b9f6ad!8m2!3d48.8496927!4d2.3540332!16s%2Fg%2F11b6bsx6k3!19sChIJ_6q9wORx5kcRrfa5dLzamT0?authuser=0&hl=en&rclk=1,+33 6 45 51 29 37,"@48.8496927,2.3540332",48.8496927,2.3540332,Europe/Paris,true,http://btp-design.fr/,https://lh5.googleusercontent.com/p/AF1QipPjByjsD80h1jSgqwW7ntERdDYzr5-MNeWrL6rh=w426-h240-k-no,false,"16 Bd Saint-Germain, 75005 Paris, France",disabled,4,"R9X3+VJ Paris, France",5,,
31,,Elevatión International France,Construction company,https://www.google.com/maps/place/Elevati%C3%B3n+International+France/data=!4m7!3m6!1s0x47e66f4677a95335:0xf15b9bd5b124ad73!8m2!3d48.8744254!4d2.3375929!16s%2Fg%2F11ptxtj60s!19sChIJNVOpd0Zv5kcRc60ksdWbW_E?authuser=0&hl=en&rclk=1,,"@48.8744254,2.3375929",48.8744254,2.3375929,Europe/Paris,false,http://www.elevate-international.com/,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Vti5w_LiWszSgD5JfYQHvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=328.8089&pitch=0&thumbfov=100,false,"33 Rue La Fayette, 75009 Paris, France",disabled,2,"V8FQ+Q2 Paris, France",4,,
32,,HR-PARIS,Custom home builder,https://www.google.com/maps/place/HR-PARIS/data=!4m7!3m6!1s0x47e66f6df71d963d:0x9ae51e9aad418a53!8m2!3d48.8761486!4d2.3299824!16s%2Fg%2F11lq3j2v8z!19sChIJPZYd921v5kcRU4pBrZoe5Zo?authuser=0&hl=en&rclk=1,+33 1 42 24 01 67,"@48.8761486,2.3299824",48.8761486,2.3299824,Europe/Paris,false,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ui3KmCptqil-wcsv7lOwQA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=331.0834&pitch=0&thumbfov=100,false,"76 Rue Saint-Lazare, 75009 Paris, France",disabled,0,"V8GH+FX Paris, France",0,,
33,,France Bâtiment Rénovation Entretien - FBRE Alesia,General contractor,https://www.google.com/maps/place/France+B%C3%A2timent+R%C3%A9novation+Entretien+-+FBRE+Alesia/data=!4m7!3m6!1s0x47e6711fb93daf65:0x9c63d973ca71d4b0!8m2!3d48.8273774!4d2.3347154!16s%2Fg%2F1tl1h63c!19sChIJZa89uR9x5kcRsNRxynPZY5w?authuser=0&hl=en&rclk=1,+33 1 44 10 60 60,"@48.8273774,2.3347154",48.8273774,2.3347154,Europe/Paris,true,http://www.francebatiment.com/,//www.gstatic.com/images/icons/material/system_gm/1x/photo_library_white_18dp.png,false,"13 Rue d'Alésia, 75014 Paris, France",disabled,28,"R8GM+XV Paris, France",4,,
34,,Eiffage Construction IDF P,Construction company,https://www.google.com/maps/place/Eiffage+Construction+IDF+P/data=!4m7!3m6!1s0x47e67adf186f81ff:0x1e9c2599cf6a92ed!8m2!3d48.8416285!4d2.2331505!16s%2Fg%2F11b6d7sjj1!19sChIJ_4FvGN965kcR7ZJqz5klnB4?authuser=0&hl=en&rclk=1,+33 1 46 05 35 46,"@48.8416285,2.2331505",48.8416285,2.2331505,Europe/Paris,false,https://www.sfr.fr/,https://lh5.googleusercontent.com/p/AF1QipM-FxdbcG59PhWFfxgQa7U7M6neWeeNH7uh324-=w426-h240-k-no,false,"166 Rue de Paris, 92100 Boulogne-Billancourt, France",disabled,1,"R6RM+M7 Boulogne-Billancourt, France",1,,
35,,Nouvelle Entreprise De Construction,Contractor,https://www.google.com/maps/place/Nouvelle+Entreprise+De+Construction/data=!4m7!3m6!1s0x47e671fced612217:0x187aa45f9d261708!8m2!3d48.8522755!4d2.3574636!16s%2Fg%2F11gy1bpksc!19sChIJFyJh7fxx5kcRCBcmnV-kehg?authuser=0&hl=en&rclk=1,,"@48.8522755,2.3574636",48.8522755,2.3574636,Europe/Paris,false,,//www.gstatic.com/images/icons/material/system_gm/1x/place_gm_blue_24dp.png,false,"35 Quai d'Anjou, 75004 Paris, France",disabled,2,"V924+WX Paris, France",4,,
36,,Habitat Confort: entreprise de rénovation d'appartement à Paris,Construction company,https://www.google.com/maps/place/Habitat+Confort:+entreprise+de+r%C3%A9novation+d%27appartement+%C3%A0+Paris/data=!4m7!3m6!1s0x47e671972c315555:0x215fd4e76568c81c!8m2!3d48.8280301!4d2.3474599!16s%2Fg%2F11gy17z3h0!19sChIJVVUxLJdx5kcRHMhoZefUXyE?authuser=0&hl=en&rclk=1,+33 1 89 11 35 96,"@48.8280301,2.3474599",48.8280301,2.3474599,Europe/Paris,true,https://entreprise-nettoyage-canape-paris.fr/,https://lh5.googleusercontent.com/p/AF1QipOhRVUYm16P4MbwSSc7J8lFNbtuRlDK3w3DOOX2=w408-h500-k-no,false,"27 Rue Barrault, 75013 Paris, France",disabled,2,"R8HW+6X Paris, France",5,,
37,,Ebdom.Ltd,Construction company,https://www.google.com/maps/place/Ebdom.Ltd/data=!4m7!3m6!1s0x47e665e436eb20fb:0xc056bab6f7999c9a!8m2!3d48.8820362!4d2.2430703!16s%2Fg%2F11nnvg62vz!19sChIJ-yDrNuRl5kcRmpyZ97a6VsA?authuser=0&hl=en&rclk=1,+966 54 642 4016,"@48.8820362,2.2430703",48.8820362,2.2430703,Europe/Paris,true,https://ebdomltd.business.site/,//www.gstatic.com/images/icons/material/system_gm/1x/photo_library_white_18dp.png,false,"12 ter rue des Pavillons 92800 PUTEAUX, 92800 Paris, France",disabled,15,"V6JV+R6 Paris, France",4.7,,
38,,Sarl Alfa bat,Construction company,https://www.google.com/maps/place/Sarl+Alfa+bat/data=!4m7!3m6!1s0x47e66f473324a44d:0x7f5001df11178ca9!8m2!3d30.6959409!4d-49.8171262!16s%2Fg%2F11h289clmp!19sChIJTaQkM0dv5kcRqYwXEd8BUH8?authuser=0&hl=en&rclk=1,+33 6 24 78 48 34,"@30.6959409,-49.8171262",30.6959409,-49.8171262,Etc/GMT+3,true,,https://lh5.googleusercontent.com/p/AF1QipNyTiVwWaK_4R09f7a8tFCu9yP9OOCPZFmtmc5j=w443-h240-k-no,false,,disabled,0,,0,,
